"genes","isoforms"
"AT5G59960","AT5G59960_P1"
"AT5G59960","AT5G59960_P3"
"AT5G60100","AT5G60100_P1"
"AT5G60100","AT5G60100_P3"
"AT5G60100","AT5G60100_P4"
"AT5G60100","AT5G60100_P5"
"AT5G60100","AT5G60100_P7"
"AT5G60170","AT5G60170.1"
"AT5G60170","AT5G60170_ID28"
"AT5G60335","AT5G60335_P1"
"AT5G60335","AT5G60335_P2"
"AT5G60390","AT5G60390_P1"
"AT5G60390","AT5G60390_P2"
"AT5G60540","AT5G60540.1"
"AT5G60540","AT5G60540_JS1"
"AT5G61010","AT5G61010_P1"
"AT5G61010","AT5G61010_P2"
"AT5G61020","AT5G61020.1"
"AT5G61020","AT5G61020.2"
"AT5G61030","AT5G61030.1"
"AT5G61030","AT5G61030_ID24"
"AT5G61190","AT5G61190_c1"
"AT5G61190","AT5G61190_JS4"
"AT5G61190","AT5G61190_s2"
"AT5G61210","AT5G61210_c1"
"AT5G61210","AT5G61210_P1"
"AT5G61270","AT5G61270_c1"
"AT5G61270","AT5G61270_P1"
"AT5G61270","AT5G61270_P2"
"AT5G61290","AT5G61290_JC5"
"AT5G61290","AT5G61290_P1"
"AT5G61310","AT5G61310_P3"
"AT5G61310","AT5G61310_P6"
"AT5G61380","AT5G61380_ID2"
"AT5G61380","AT5G61380_P1"
"AT5G61380","AT5G61380_s1"
"AT5G61530","AT5G61530_ID152"
"AT5G61530","AT5G61530_P1"
"AT5G61580","AT5G61580.2"
"AT5G61580","AT5G61580_P1"
"AT5G61670","AT5G61670.1"
"AT5G61670","AT5G61670.2"
"AT5G61770","AT5G61770.1"
"AT5G61770","AT5G61770_P2"
"AT5G61820","AT5G61820.1"
"AT5G61820","AT5G61820_s2"
"AT5G61830","AT5G61830_ID2"
"AT5G61830","AT5G61830_ID5"
"AT5G61830","AT5G61830_ID6"
"AT5G62000","AT5G62000_P1"
"AT5G62000","AT5G62000_P5"
"AT5G62130","AT5G62130_JS9"
"AT5G62130","AT5G62130_P4"
"AT5G62270","AT5G62270_P1"
"AT5G62270","AT5G62270_P2"
"AT5G62300","AT5G62300_ID1"
"AT5G62300","AT5G62300_P1"
"AT5G62720","AT5G62720_JS3"
"AT5G62720","AT5G62720_P1"
"AT5G62960","AT5G62960_P1"
"AT5G62960","AT5G62960_P2"
"AT5G62980","AT5G62980_P1"
"AT5G62980","AT5G62980_s1"
"AT5G63120","AT5G63120_P2"
"AT5G63120","AT5G63120_P3"
"AT5G63120","AT5G63120_P4"
"AT5G63160","AT5G63160_P1"
"AT5G63160","AT5G63160_P2"
"AT5G63160","AT5G63160_s2"
"AT5G63160","AT5G63160_s3"
"AT5G63190","AT5G63190.2"
"AT5G63190","AT5G63190_P1"
"AT5G63770","AT5G63770_P1"
"AT5G63770","AT5G63770_P2"
"AT5G64000","AT5G64000_ID2"
"AT5G64000","AT5G64000_ID4"
"AT5G64000","AT5G64000_P1"
"AT5G64080","AT5G64080_P1"
"AT5G64080","AT5G64080_P2"
"AT5G64170","AT5G64170_c3"
"AT5G64170","AT5G64170_JC7"
"AT5G64170","AT5G64170_P1"
"AT5G64170","AT5G64170_P2"
"AT5G64680","AT5G64680_P1"
"AT5G64680","AT5G64680_P2"
"AT5G64816","AT5G64816_ID2"
"AT5G64816","AT5G64816_ID4"
"AT5G64816","AT5G64816_P2"
"AT5G64850","AT5G64850_JS4"
"AT5G64850","AT5G64850_P1"
"AT5G64940","AT5G64940_P1"
"AT5G64940","AT5G64940_P2"
"AT5G65060","AT5G65060_ID6"
"AT5G65060","AT5G65060_P1"
"AT5G65060","AT5G65060_P3"
"AT5G65060","AT5G65060_s1"
"AT5G65060","AT5G65060_s2"
"AT5G65140","AT5G65140_P1"
"AT5G65140","AT5G65140_P3"
"AT5G65470","AT5G65470_c1"
"AT5G65470","AT5G65470_c2"
"AT5G65470","AT5G65470_P1"
"AT5G65685","AT5G65685_ID2"
"AT5G65685","AT5G65685_ID26"
"AT5G65860","AT5G65860_ID1"
"AT5G65860","AT5G65860_ID2"
"AT5G65940","AT5G65940_ID11"
"AT5G65940","AT5G65940_P4"
"AT5G66030","AT5G66030_ID118"
"AT5G66030","AT5G66030_P1"
"AT5G66055","AT5G66055_P1"
"AT5G66055","AT5G66055_P2"
"AT5G66160","AT5G66160.1"
"AT5G66160","AT5G66160_ID5"
"AT5G66250","AT5G66250_ID2"
"AT5G66250","AT5G66250_P2"
"AT5G66420","AT5G66420_P1"
"AT5G66420","AT5G66420_P2"
"AT5G66675","AT5G66675_ID1"
"AT5G66675","AT5G66675_P2"
"AT5G66790","AT5G66790_JS3"
"AT5G66790","AT5G66790_P1"
"AT5G66880","AT5G66880_JS6"
"AT5G66880","AT5G66880_P1"
"AT5G67030","AT5G67030_c1"
"AT5G67030","AT5G67030_c2"
"AT5G67030","AT5G67030_c3"
"AT5G67030","AT5G67030_P1"
"AT5G67140","AT5G67140_ID1"
"AT5G67140","AT5G67140_ID3"
"AT5G67140","AT5G67140_ID4"
"AT5G67370","AT5G67370_ID1"
"AT5G67370","AT5G67370_ID3"
"AT5G67370","AT5G67370_P1"
"AT5G67385","AT5G67385_P3"
"AT5G67385","AT5G67385_P5"
"AT5G67390","AT5G67390_P1"
"AT5G67390","AT5G67390_P2"
"AT5G67420","AT5G67420_P1"
"AT5G67420","AT5G67420_s1"
"AT5G67480","AT5G67480_JS1"
"AT5G67480","AT5G67480_P1"
